project_id,mp_name,house,state,constituency,elected_or_nominated,district,area,project_type,recommendation_start_date,expected_sanction_date,snapshot_date,duration_days,sanctioned_amount_inr,released_amount_inr,expenditure_amount_inr,payment_count,physical_progress_pct,expected_progress_pct,delay_days,cost_deviation_pct,completion_status,description,duplicate_group_id,mp_allocated_amount_inr,state_2016_17_sanctioned_crore,state_2016_17_works,state_2018_19_sanctioned_crore,state_2018_19_works,state_2019_20_sanctioned_crore,state_2019_20_works,state_2019_20_expenditure_crore,state_2019_20_completed_works,fund_utilization_pct,unspent_amount_inr,unspent_ratio,progress_gap_pct,peer_cost_zscore,peer_progress_zscore,completion_efficiency_score,mp_completion_efficiency_avg,state_completion_efficiency_avg,payment_velocity_per_30d,early_payment_share,sanction_to_release_days,recommendation_to_sanction_days,vendor_id,latitude,longitude,geo_source,is_anomaly,anomaly_type
MPLADS-24772,Giridhari Yadav,Lok Sabha,Bihar,BANKA,Elected MP,District-61,Block-42,Park Development,2023-10-27,2024-02-24,2024-03-31,695,856677.51,754074.02,818038.21,13,38.69,52.43,0,-4.51,In Progress,"Park, playground and open space at Block-42, District-61, Bihar",,277000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,95.49,38639.3,0.0451,13.74,1.6664,-0.9613,38.69,63.84,64.34,0.5612,0.3139,17,120,VEND-SYN-0367,34.910917,74.36397,synthetic_placeholder,1,payment_anomaly
MPLADS-24773,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,Elected MP,District-21,Ward-40,Road Construction,2020-04-10,2020-06-15,2024-03-31,604,1280336.71,1087320.58,951834.92,5,93.71,77.89,783,-25.66,In Progress,"Road construction and repair at Ward-40, District-21, West Bengal",,170000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,74.34,328501.79,0.2566,-15.82,0.5262,1.2052,93.71,65.08,65.23,0.2483,0.4186,64,66,VEND-SYN-0694,33.121374,81.583033,synthetic_placeholder,0,none
MPLADS-24774,ARUN GOVIL,Lok Sabha,Uttar Pradesh,MEERUT,Elected MP,District-73,Town-5,Health Centre,2018-01-22,2018-03-04,2024-03-31,199,462565.0,410922.88,302099.95,5,93.28,84.37,2035,-34.69,In Progress,"Primary health centre and medical facility at Town-5, District-73, Uttar Pradesh",,98000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,65.31,160465.05,0.3469,-8.91,-0.0075,1.2093,93.28,65.71,64.94,0.7538,0.648,36,41,VEND-SYN-0432,12.493499,84.389987,synthetic_placeholder,0,none
MPLADS-24775,Anurag Singh Thakur,Lok Sabha,Himachal Pradesh,HAMIRPUR_HP,Elected MP,District-15,Gram Panchayat-5,School Infrastructure,2021-03-23,2021-06-07,2024-03-31,407,100000,87929.1,59038.92,3,99.41,96.8,651,-40.96,Completed,"Construction or repair of school infrastructure at Gram Panchayat-5, District-15, Himachal Pradesh",,235000000,35.12,980,33.08,1135,37.26,1767,9.36,134,59.04,40961.08,0.4096,-2.61,-0.1784,1.4494,99.41,65.91,65.91,0.2211,0.5188,60,76,VEND-SYN-0805,34.200994,87.142515,synthetic_placeholder,0,none
MPLADS-24776,Appalanaidu Kalisetti,Lok Sabha,Andhra Pradesh,VIZIANAGARAM,Elected MP,District-20,Ward-27,Road Construction,2018-06-25,2018-08-23,2024-03-31,167,1176681.25,1110762.16,857507.52,4,67.34,46.65,1850,-27.12,In Progress,"Road construction and repair at Ward-27, District-20, Andhra Pradesh",,266000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,72.88,319173.73,0.2712,-20.69,0.4277,0.0575,67.34,66.16,66.5,0.7186,0.5212,20,59,VEND-SYN-0699,9.512558,94.113907,synthetic_placeholder,0,none
MPLADS-24777,DR. KIRSAN NAMDEO,Lok Sabha,Maharashtra,GADCHIROLI-CHIMUR(ST),Elected MP,District-63,Town-18,School Infrastructure,2019-03-31,2019-06-20,2024-03-31,611,588651.55,463427.17,244653.96,4,63.4,99.06,1126,-58.44,In Progress,"Construction or repair of school infrastructure at Town-18, District-63, Maharashtra",,235000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,41.56,343997.59,0.5844,35.66,-1.1655,-0.0149,63.4,60.94,65.03,0.1964,0.1692,84,81,VEND-SYN-0715,35.445476,81.674043,synthetic_placeholder,1,rule_flagged_other
MPLADS-24778,Devusinh Jesingbhai Chauha,Lok Sabha,Gujarat,KHEDA,Elected MP,District-61,Village-48,Park Development,2019-08-03,2019-09-07,2024-03-31,572,163579.58,124950.99,83938.51,4,0.37,97.76,550,-48.69,Stalled,"Park, playground and open space at Village-48, District-61, Gujarat",,196000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,51.31,79641.07,0.4869,97.39,-0.8592,-2.7096,0.37,65.95,64.81,0.2098,0.4847,46,35,VEND-SYN-0827,9.921916,88.207732,synthetic_placeholder,1,stalled_work
MPLADS-24779,DEVESH SHAKYA,Lok Sabha,Uttar Pradesh,ETAH,Elected MP,District-02,Village-16,Drinking Water,2020-10-13,2020-12-23,2024-03-31,530,263208.97,237198.52,143636.87,1,49.2,60.95,699,-45.43,In Progress,"Drinking water supply and handpump at Village-16, District-02, Uttar Pradesh",,221000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,54.57,119572.1,0.4543,11.75,-0.6125,-0.6798,49.2,62.42,64.94,0.0566,0.22,28,71,VEND-SYN-0732,34.665771,79.734904,synthetic_placeholder,0,none
MPLADS-24780,Dr Shashi Tharoor,Lok Sabha,Kerala,THIRUVANANTHAPURAM,Elected MP,District-05,Ward-35,Road Construction,2022-12-04,2023-03-28,2024-03-31,616,802468.86,713471.81,446016.86,4,54.21,67.11,0,-44.42,In Progress,"Road construction and repair at Ward-35, District-05, Kerala",,277000000,159.59,2352,137.71,2064,205.07,2477,110.79,1991,55.58,356452.0,0.4442,12.9,-0.591,-0.4423,54.21,65.2,65.2,0.1948,0.2913,70,114,VEND-SYN-0909,9.292614,70.231157,synthetic_placeholder,0,none
MPLADS-24781,Gajendra Singh Shekhawat,Lok Sabha,Rajasthan,JODHPUR,Elected MP,District-74,Village-9,Bridge/Culvert,2018-06-13,2018-10-07,2024-03-31,218,901418.59,881533.71,71011.88,6,22.32,77.68,1801,-92.12,In Progress,"Bridge, culvert and connectivity work at Village-9, District-74, Rajasthan",,170000000,161.14,2060,177.23,2786,188.24,2997,100.53,1983,7.88,830406.71,0.9212,55.36,-3.9032,-2.0591,22.32,64.26,66.69,0.8257,0.3365,116,116,VEND-SYN-0397,26.07924,95.235394,synthetic_placeholder,1,fund_unutilized
MPLADS-24782,DURAIVAIKO,Lok Sabha,Tamil Nadu,TIRUCHIRAPPALLI,Elected MP,District-21,Ward-46,Park Development,2023-05-13,2023-06-22,2024-03-31,251,703832.99,617309.1,497032.38,6,63.99,58.49,23,-29.38,In Progress,"Park, playground and open space at Ward-46, District-21, Tamil Nadu",,123000000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,70.62,206800.61,0.2938,-5.5,0.1361,-0.2256,63.99,64.91,65.28,0.7171,0.4763,80,40,VEND-SYN-0450,12.258672,94.12279,synthetic_placeholder,0,none
MPLADS-24783,DR.SPSINGH,Lok Sabha,Uttar Pradesh,PRATAPGARH,Elected MP,District-31,Gram Panchayat-23,Sanitation,2019-02-17,2019-05-21,2024-03-31,576,324152.59,283446.95,258066.63,2,65.9,69.68,1218,-20.39,In Progress,"Community sanitation and drainage at Gram Panchayat-23, District-31, Uttar Pradesh",,73500000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,79.61,66085.96,0.2039,3.78,0.5996,0.0027,65.9,67.95,64.94,0.1042,0.3672,23,93,VEND-SYN-0547,21.049778,81.392055,synthetic_placeholder,0,none
MPLADS-24784,CHIRAG PASWAN,Lok Sabha,Bihar,HAJIPUR(SC),Elected MP,District-07,Ward-25,School Infrastructure,2021-06-16,2021-09-28,2024-03-31,96,877137.09,657269.78,645289.75,4,89.05,99.79,765,-26.43,In Progress,"Construction or repair of school infrastructure at Ward-25, District-07, Bihar",,196000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,73.57,231847.34,0.2643,10.74,0.4971,0.9871,89.05,62.8,64.34,1.25,0.7429,73,104,VEND-SYN-0002,8.152894,93.412257,synthetic_placeholder,0,none
MPLADS-24785,Devusinh Jesingbhai Chauha,Lok Sabha,Gujarat,KHEDA,Elected MP,District-63,Gram Panchayat-41,School Infrastructure,2022-12-29,2023-03-13,2024-03-31,308,236722.84,172382.92,159695.09,2,75.6,84.07,96,-32.54,In Progress,"Construction or repair of school infrastructure at Gram Panchayat-41, District-63, Gujarat",,221000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,67.46,77027.75,0.3254,8.47,0.1334,0.4393,75.6,65.95,64.81,0.1948,0.4396,21,74,VEND-SYN-0382,14.999063,81.835233,synthetic_placeholder,0,none
MPLADS-24786,AVIMANYU SETHI,Lok Sabha,Odisha,BHADRAK(SC),Elected MP,District-42,Town-12,Drinking Water,2022-07-20,2022-12-02,2024-03-31,326,195458.85,184344.13,167900.92,5,49.66,94.26,121,-14.1,In Progress,"Drinking water supply and handpump at Town-12, District-42, Odisha",,170000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,85.9,27557.93,0.141,44.6,0.9288,-0.7717,49.66,63.49,65.15,0.4601,0.4948,109,135,VEND-SYN-0614,16.386208,92.054726,synthetic_placeholder,1,progress_gap
MPLADS-24787,JITENDRAKUMARDOHARE,Lok Sabha,Uttar Pradesh,ETAWAH(SC),Elected MP,District-43,Ward-37,Sanitation,2023-10-23,2023-12-05,2024-03-31,653,454626.18,386820.14,382568.18,3,86.9,83.83,0,-15.85,In Progress,"Community sanitation and drainage at Ward-37, District-43, Uttar Pradesh",,73500000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,84.15,72058.0,0.1585,-3.07,0.8294,0.9166,86.9,65.37,64.94,0.1378,0.3691,75,43,VEND-SYN-0126,29.865058,79.318883,synthetic_placeholder,0,none
MPLADS-24788,Ashok Kumar Rawat,Lok Sabha,Uttar Pradesh,MISRIKH(SC),Elected MP,District-60,Town-18,Road Construction,2021-01-25,2021-04-04,2024-03-31,175,309309.15,246991.94,229885.62,5,74.4,65.29,893,-25.68,In Progress,"Road construction and repair at Town-18, District-60, Uttar Pradesh",,89248285,503.59,13244,483.89,17216,920.88,21703,236.7,8304,74.32,79423.53,0.2568,-9.11,0.3681,0.3488,74.4,62.92,64.94,0.8571,0.3631,29,69,VEND-SYN-0285,32.946769,72.548924,synthetic_placeholder,0,none
MPLADS-24789,Jaswantsinh Sumanbhai Bha,Lok Sabha,Gujarat,DAHOD(ST),Elected MP,District-26,Block-32,Road Construction,2022-07-08,2022-10-25,2024-03-31,656,387623.98,344179.58,314617.71,6,63.39,63.69,0,-18.83,In Progress,"Road construction and repair at Block-32, District-26, Gujarat",,73500000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,81.17,73006.27,0.1883,0.3,0.7448,-0.0161,63.39,62.95,64.81,0.2744,0.1437,25,109,VEND-SYN-0487,11.004523,95.664609,synthetic_placeholder,0,none
MPLADS-24790,DR.K.SUDHAKAR,Lok Sabha,Karnataka,CHIKBALLAPUR,Elected MP,District-52,Gram Panchayat-26,Park Development,2021-12-05,2022-01-13,2024-03-31,135,361092.21,293016.8,193290.85,3,59.7,70.04,686,-46.47,In Progress,"Park, playground and open space at Gram Panchayat-26, District-52, Karnataka",,196000000,180.29,3322,207.73,4002,219.29,3307,107.57,1719,53.53,167801.36,0.4647,10.34,-0.6113,-0.2438,59.7,68.8,65.61,0.6667,0.7292,70,39,VEND-SYN-0560,33.855438,86.848958,synthetic_placeholder,0,none
MPLADS-24791,Alok Kumar Suman,Lok Sabha,Bihar,GOPALGANJ (SC),Elected MP,District-38,Gram Panchayat-23,Community Hall,2019-09-05,2019-10-22,2024-03-31,417,428537.06,389691.46,271793.74,1,85.47,79.55,1192,-36.58,In Progress,"Community hall and public building at Gram Panchayat-23, District-38, Bihar",,245000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,63.42,156743.32,0.3658,-5.92,0.003,0.8471,85.47,63.19,64.34,0.0719,0.2071,74,47,VEND-SYN-0941,14.601332,78.439568,synthetic_placeholder,0,none
MPLADS-24792,DRDHARAMVIRA GANDHI,Lok Sabha,Punjab,PATIALA,Elected MP,District-62,Block-14,Health Centre,2023-05-19,2023-08-06,2024-03-31,535,264595.91,211989.12,128716.68,5,97.59,81.57,0,-51.35,Completed,"Primary health centre and medical facility at Block-14, District-62, Punjab",,266000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,48.65,135879.23,0.5135,-16.02,-1.2337,1.2783,97.59,63.94,64.66,0.2804,0.4244,119,79,VEND-SYN-0191,25.84621,73.606599,synthetic_placeholder,0,none
MPLADS-24793,AKSHAYA YADAV,Lok Sabha,Uttar Pradesh,FIROZABAD,Elected MP,District-52,Village-12,Drinking Water,2022-07-18,2022-11-24,2024-03-31,720,496174.24,447964.03,355964.09,6,19.87,51.2,0,-28.26,In Progress,"Drinking water supply and handpump at Village-12, District-52, Uttar Pradesh",,245000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,71.74,140210.15,0.2826,31.33,0.3388,-1.9344,19.87,63.96,64.94,0.25,0.4288,74,129,VEND-SYN-0113,18.821812,80.312524,synthetic_placeholder,1,rule_flagged_other
MPLADS-24794,DEVESH SHAKYA,Lok Sabha,Uttar Pradesh,ETAH,Elected MP,District-60,Gram Panchayat-30,Sanitation,2019-07-26,2019-11-20,2024-03-31,593,380819.52,278289.23,224511.17,7,79.2,83.64,928,-41.05,In Progress,"Community sanitation and drainage at Gram Panchayat-30, District-60, Uttar Pradesh",,221000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,58.95,156308.35,0.4105,4.44,-0.447,0.5815,79.2,62.42,64.94,0.3541,0.355,29,117,VEND-SYN-0327,18.641244,73.428579,synthetic_placeholder,0,none
MPLADS-24795,DHARMENDRAYADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,Elected MP,District-69,Village-23,Street Lighting,2020-05-07,2020-09-21,2024-03-31,509,579281.43,439861.79,262444.16,5,41.7,46.78,807,-54.69,In Progress,"Street lighting and electrification at Village-23, District-69, Uttar Pradesh",,235000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,45.31,316837.27,0.5469,5.08,-1.1744,-0.9996,41.7,64.8,64.94,0.2947,0.2713,23,137,VEND-SYN-0608,26.509473,89.447989,synthetic_placeholder,0,none
MPLADS-24796,GAURAV GOGOI,Lok Sabha,Assam,JORHAT,Elected MP,District-29,Block-45,Road Construction,2023-04-29,2023-07-07,2024-03-31,297,327599.47,283487.02,236348.19,5,27.66,59.11,0,-27.85,In Progress,"Road construction and repair at Block-45, District-29, Assam",,196000000,102.1,3108,111.06,2784,97.36,2121,32.9,748,72.15,91251.28,0.2785,31.45,0.2512,-1.3743,27.66,66.55,63.82,0.5051,0.2977,98,69,VEND-SYN-0285,18.170805,84.593227,synthetic_placeholder,1,rule_flagged_other
MPLADS-24797,AMARSHARADRAOKALE,Lok Sabha,Maharashtra,WARDHA,Elected MP,District-59,Village-26,School Infrastructure,2019-11-29,2020-03-07,2024-03-31,475,534705.04,505243.57,389781.6,1,79.09,83.73,1003,-27.1,In Progress,"Construction or repair of school infrastructure at Village-26, District-59, Maharashtra",,89248285,304.37,6075,302.47,5787,393.02,5962,247.67,5458,72.9,144923.44,0.271,4.64,0.5242,0.6228,79.09,66.24,65.03,0.0632,0.4744,51,99,VEND-SYN-0502,25.237088,92.580412,synthetic_placeholder,0,none
MPLADS-24798,CHHOTELAL,Lok Sabha,Uttar Pradesh,ROBERTSGANJ(SC),Elected MP,District-10,Gram Panchayat-5,Bridge/Culvert,2020-12-22,2021-03-07,2024-03-31,483,541281.24,524462.47,482170.47,6,49.87,47.46,699,-10.92,In Progress,"Bridge, culvert and connectivity work at Gram Panchayat-5, District-10, Uttar Pradesh",,277000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,89.08,59110.77,0.1092,-2.41,1.2724,-0.5898,49.87,65.07,64.94,0.3727,0.4068,105,75,VEND-SYN-0767,30.903181,80.932366,synthetic_placeholder,0,none
MPLADS-24799,Jagdambika Pal,Lok Sabha,Uttar Pradesh,DOMARIYAGAN),Elected MP,District-66,Ward-42,Street Lighting,2018-03-02,2018-07-17,2024-03-31,543,356549.27,306082.34,227795.26,4,68.09,71.54,1496,-36.11,In Progress,"Street lighting and electrification at Ward-42, District-66, Uttar Pradesh",,73500000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,63.89,128754.01,0.3611,3.45,-0.0535,0.1248,68.09,66.57,64.94,0.221,0.3203,94,137,VEND-SYN-0121,11.472724,75.940086,synthetic_placeholder,0,none
MPLADS-24800,BUNTY VIVEK SAHU,Lok Sabha,Madhya Pradesh,CHHINDWARA,Elected MP,District-11,Ward-17,Bridge/Culvert,2022-12-27,2023-02-24,2024-03-31,501,527559.3,491438.56,323566.5,4,37.7,55.81,0,-38.67,In Progress,"Bridge, culvert and connectivity work at Ward-17, District-11, Madhya Pradesh",,245000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,61.33,203992.8,0.3867,18.11,-0.3058,-1.0965,37.7,68.81,64.56,0.2395,0.3195,31,59,VEND-SYN-0909,30.391277,95.781823,synthetic_placeholder,0,none
MPLADS-24801,DR. RAJESH MISHRA,Lok Sabha,Madhya Pradesh,SIDHI,Elected MP,District-19,Village-37,Health Centre,2023-10-06,2024-02-11,2024-03-31,665,662784.86,636075.43,909874.26,7,44.66,55.77,0,37.28,In Progress,"Primary health centre and medical facility at Village-37, District-19, Madhya Pradesh",,89248285,204.36,6032,215.52,6353,239.56,7587,120.02,4586,137.28,0,0.0,11.11,4.4051,-0.7886,33.48,64.86,64.56,0.3158,0.3117,53,128,VEND-SYN-0559,22.724092,83.017536,synthetic_placeholder,1,cost_overrun
MPLADS-24802,CN Annadurai,Lok Sabha,Tamil Nadu,TIRUVANNAMALAI,Elected MP,District-67,Ward-45,Community Hall,2019-05-22,2019-07-17,2024-03-31,265,959479.27,759962.35,467319.89,7,80.69,46.57,1476,-51.29,In Progress,"Community hall and public building at Ward-45, District-67, Tamil Nadu",,49000000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,48.71,492159.38,0.5129,-34.12,-1.098,0.5202,80.69,62.66,65.28,0.7925,0.4297,113,56,VEND-SYN-0283,16.849818,92.735198,synthetic_placeholder,0,none
MPLADS-24803,DAGGUMALLA PRASADA RA,Lok Sabha,Andhra Pradesh,CHITTOOR,Elected MP,District-51,Village-23,Community Hall,2021-03-06,2021-05-15,2024-03-31,491,1253051.08,1180154.71,1040377.03,3,61.7,53.29,548,-16.97,In Progress,"Community hall and public building at Village-23, District-51, Andhra Pradesh",,49000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,83.03,212674.05,0.1697,-8.41,0.9759,-0.2264,61.7,67.59,66.5,0.1833,0.2441,52,70,VEND-SYN-0627,28.370352,74.716099,synthetic_placeholder,0,none
MPLADS-24804,Anurag Sharma,Lok Sabha,Uttar Pradesh,JHANSI,Elected MP,District-33,Town-34,Street Lighting,2018-12-18,2019-01-23,2024-03-31,427,319488.5,260799.03,257053.21,3,86.3,95.96,1499,-19.54,In Progress,"Street lighting and electrification at Town-34, District-33, Uttar Pradesh",,147000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,80.46,62435.29,0.1954,9.66,0.9459,0.9006,86.3,65.94,64.94,0.2108,0.3053,110,36,VEND-SYN-0018,22.064852,85.001828,synthetic_placeholder,0,none
MPLADS-24805,Ganesan Selvam,Lok Sabha,Tamil Nadu,KANCHEEPURAM(SC),Elected MP,District-18,Ward-27,Health Centre,2019-03-07,2019-04-21,2024-03-31,310,587692.39,439617.4,365037.32,2,54.11,66.92,1514,-37.89,In Progress,"Primary health centre and medical facility at Ward-27, District-18, Tamil Nadu",,73500000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,62.11,222655.07,0.3789,12.81,-0.1938,-0.413,54.11,66.2,65.28,0.1935,0.4461,72,45,VEND-SYN-0745,14.296604,95.044566,synthetic_placeholder,0,none
MPLADS-24806,Bharatsinhji Shankarji Dabhi,Lok Sabha,Gujarat,PATAN,Elected MP,District-24,Ward-42,School Infrastructure,2018-07-12,2018-10-25,2024-03-31,643,273347.56,248082.8,142113.9,4,55.97,80.78,1367,-48.01,In Progress,"Construction or repair of school infrastructure at Ward-42, District-24, Gujarat",,277000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,51.99,131233.66,0.4801,24.81,-0.7029,-0.388,55.97,64.38,64.81,0.1866,0.4231,85,105,VEND-SYN-0524,23.105141,81.922204,synthetic_placeholder,0,none
MPLADS-24807,Bhola Singh,Lok Sabha,Uttar Pradesh,BULANDSHAHR(SC),Elected MP,District-44,Ward-17,Drinking Water,2023-10-19,2023-11-24,2024-03-31,432,524224.34,444381.51,314169.01,6,89.9,89.78,0,-40.07,In Progress,"Drinking water supply and handpump at Ward-17, District-44, Uttar Pradesh",,49000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,59.93,210055.33,0.4007,-0.12,-0.3156,1.0612,89.9,65.75,64.94,0.4167,0.2989,95,36,VEND-SYN-0613,23.506615,92.764089,synthetic_placeholder,0,none
MPLADS-24808,CRPatil,Lok Sabha,Gujarat,NAVSARI,Elected MP,District-61,Village-13,Street Lighting,2018-08-11,2018-09-20,2024-03-31,395,133158.94,128573.18,104273.83,2,100,89.32,1607,-21.69,Completed,"Street lighting and electrification at Village-13, District-61, Gujarat",,266000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,78.31,28885.11,0.2169,-10.68,0.6434,1.565,100,70.8,64.81,0.1519,0.2306,30,40,VEND-SYN-0333,34.970469,71.780956,synthetic_placeholder,0,none
MPLADS-24809,DRC N MANJUNATH,Lok Sabha,Karnataka,BANGALORE RURAL,Elected MP,District-05,Block-26,School Infrastructure,2018-08-14,2018-09-12,2024-03-31,685,501073.25,361029.99,338216.14,4,71.34,68.13,1370,-32.5,In Progress,"Construction or repair of school infrastructure at Block-26, District-05, Karnataka",,49000000,180.29,3322,207.73,4002,219.29,3307,107.57,1719,67.5,162857.11,0.325,-3.21,0.0737,-0.0724,71.34,63.3,65.61,0.1752,0.1355,21,29,VEND-SYN-0316,15.159942,74.385831,synthetic_placeholder,0,none
MPLADS-24810,Jagdambika Pal,Lok Sabha,Uttar Pradesh,DOMARIYAGAN),Elected MP,District-74,Block-38,Bridge/Culvert,2023-05-30,2023-08-09,2024-03-31,352,494004.92,436951.08,323286.15,2,63.78,58.93,0,-34.56,In Progress,"Bridge, culvert and connectivity work at Block-38, District-74, Uttar Pradesh",,235000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,65.44,170718.77,0.3456,-4.85,-0.0393,-0.0218,63.78,66.57,64.94,0.1705,0.3283,61,71,VEND-SYN-0564,14.529838,70.789502,synthetic_placeholder,0,none
MPLADS-24811,BASAVARAJ BOMMAI,Lok Sabha,Karnataka,HAVERI,Elected MP,District-37,Village-4,Park Development,2019-11-01,2020-03-14,2024-03-31,680,595533.64,561952.21,430692.65,2,55.4,84.41,816,-27.68,In Progress,"Park, playground and open space at Village-4, District-37, Karnataka",,147000000,180.29,3322,207.73,4002,219.29,3307,107.57,1719,72.32,164840.99,0.2768,29.01,0.2201,-0.4415,55.4,64.01,65.61,0.0882,0.2551,97,134,VEND-SYN-0936,28.001158,69.724969,synthetic_placeholder,1,rule_flagged_other
MPLADS-24812,CHHOTELAL,Lok Sabha,Uttar Pradesh,ROBERTSGANJ(SC),Elected MP,District-41,Village-24,Sanitation,2021-07-23,2021-11-09,2024-03-31,692,753970.65,712419.93,639838.41,1,53.45,64.39,144,-15.14,In Progress,"Community sanitation and drainage at Village-24, District-41, Uttar Pradesh",,186000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,84.86,114132.24,0.1514,10.94,0.8655,-0.539,53.45,65.07,64.94,0.0434,0.3586,120,109,VEND-SYN-0170,25.487433,84.691377,synthetic_placeholder,0,none
MPLADS-24813,Bharatsinhji Shankarji Dabhi,Lok Sabha,Gujarat,PATAN,Elected MP,District-33,Block-20,Sanitation,2019-05-22,2019-07-12,2024-03-31,713,401662.51,302428.94,220727.64,1,38.02,49.48,1017,-45.05,In Progress,"Community sanitation and drainage at Block-20, District-33, Gujarat",,170000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,54.95,180934.87,0.4505,11.46,-0.6827,-1.1703,38.02,64.38,64.81,0.0421,0.0917,43,51,VEND-SYN-0597,32.088762,87.227218,synthetic_placeholder,0,none
MPLADS-24814,ABHUIT GANGOPADHYAY,Lok Sabha,West Bengal,TAMLUK,Elected MP,District-33,Town-36,School Infrastructure,2018-12-04,2018-12-29,2024-03-31,342,688619.06,583866.36,357865.11,4,55.53,59.83,1626,-48.03,In Progress,"Construction or repair of school infrastructure at Town-36, District-33, West Bengal",,170000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,51.97,330753.95,0.4803,4.3,-0.7965,-0.5831,55.53,64.14,65.23,0.3509,0.4958,117,25,VEND-SYN-0366,28.01994,77.246734,synthetic_placeholder,0,none
MPLADS-24815,Bidyut Baran Mahato,Lok Sabha,Jharkhand,JAMSHEDPUR,Elected MP,District-01,Ward-39,School Infrastructure,2020-07-14,2020-12-03,2024-03-31,599,404688.76,342180.65,285840.11,1,87.77,72.55,630,-29.37,In Progress,"Construction or repair of school infrastructure at Ward-39, District-01, Jharkhand",,266000000,102.89,2777,84.66,2262,108.61,2766,49.14,1179,70.63,118848.65,0.2937,-15.22,0.3812,0.8279,87.77,64.69,65.38,0.0501,0.1787,83,142,VEND-SYN-0586,13.502204,68.738745,synthetic_placeholder,0,none
MPLADS-24816,BRUMOHANAGRAWAL,Lok Sabha,Chhattisgarh,RAIPUR,Elected MP,District-14,Block-21,Drinking Water,2022-01-01,2022-04-08,2024-03-31,344,290995.95,253213.01,199985.4,2,60.78,61.13,395,-31.28,In Progress,"Drinking water supply and handpump at Block-21, District-14, Chhattisgarh",,221000000,107.05,3099,109.83,2091,101.23,2123,39.31,1168,68.72,91010.55,0.3128,0.35,-0.0054,-0.119,60.78,64.59,64.16,0.1744,0.128,111,97,VEND-SYN-0500,22.263117,70.072388,synthetic_placeholder,0,none
MPLADS-24817,IMRAN MASOOD,Lok Sabha,Uttar Pradesh,SAHARANPUR,Elected MP,District-32,Ward-42,Street Lighting,2020-11-14,2021-03-05,2024-03-31,203,290417.04,279607.88,154144.5,3,47.76,64.68,899,-46.92,In Progress,"Street lighting and electrification at Ward-42, District-32, Uttar Pradesh",,196000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,53.08,136272.54,0.4692,16.92,-0.7057,-0.7414,47.76,67.38,64.94,0.4433,0.5338,48,111,VEND-SYN-0692,35.124018,79.394634,synthetic_placeholder,0,none
MPLADS-24818,BHOJRAINAG,Lok Sabha,Chhattisgarh,KANKER(ST),Elected MP,District-40,Block-6,School Infrastructure,2022-05-30,2022-10-01,2024-03-31,713,204323.92,194217.86,13953.33,3,34.14,53.47,0,-93.17,In Progress,"Construction or repair of school infrastructure at Block-6, District-40, Chhattisgarh",,186000000,107.05,3099,109.83,2091,101.23,2123,39.31,1168,6.83,190370.59,0.9317,19.33,-2.2665,-1.3656,34.14,62.74,64.16,0.1262,0.3258,107,124,VEND-SYN-0371,8.568612,85.99158,synthetic_placeholder,1,fund_unutilized
